IDENTIFIER,TRAVEL_BEGIN_DT,TRAVEL_END_DT,TRAVEL_EXPENSE_CATEGORY,ACCOUNT,PROJECT_ID, AMOUNT 
NC2404291138,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  66.00 
NC2404291138,04/14/24,04/20/24,Mileage,53141,573733-11119,  56.28 
NC2404291141,04/15/24,04/20/24,Mileage,53141,573733-11119,  100.50 
NC2404291141,04/15/24,04/20/24,Other Ground Transportation,53141,573733-11119,  48.33 
NC2404291141,04/15/24,04/20/24,Other Ground Transportation,53141,573742-11119,  48.33 
NC2404291141,04/15/24,04/20/24,Mileage,53141,573742-11119,  100.50 
NC2404291151,03/19/24,03/21/24,Other Ground Transportation,53141,675317,  95.80 
NC2404291167,04/23/24,04/25/24,Other Ground Transportation,53141,573189-09905,  124.85 
NC2404301182,04/24/24,04/26/24,Mileage,53141,573789-05050,  34.84 
NC2404301196,04/08/24,04/11/24,Other Ground Transportation,53141,201086-10435,  92.76 
NC2404301206,04/25/24,,Mileage,53141,769326,  24.12 
NC2404301225,04/24/24,04/25/24,Other Ground Transportation,53141,769326,  43.54 
NC2404301225,04/24/24,04/25/24,Mileage,53141,769326,  223.78 
NC2404301226,04/24/24,04/25/24,Other Ground Transportation,53141,769326,  16.50 
NC2404301226,04/24/24,04/25/24,Mileage,53141,769326,  224.45 
NC2404301237,04/22/24,04/24/24,Mileage,53141,769326,  17.42 
NC2404301238,04/26/24,04/28/24,Mileage,53141,769284,  269.34 
NC2404301243,04/22/24,04/24/24,Mileage,53141,769326,  17.42 
NC2404301246,04/08/24,04/10/24,Mileage,53141,201359-05142,  88.44 
NC2404301246,04/08/24,04/10/24,Other Ground Transportation,53141,201359-05142,  130.06 
NC2404301252,04/16/24,04/18/24,Other Ground Transportation,53141,672429,  72.64 
NC2404301255,04/21/24,04/24/24,Other Ground Transportation,53141,672429,  97.66 
NC2404301263,04/21/24,04/24/24,Other Ground Transportation,53141,453050-10884,  101.88 
NC2404301282,04/16/24,04/20/24,Mileage,53141,201570-00006,  477.04 
NC2405011315,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  28.29 
NC2405011315,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  28.28 
NC2405011328,03/02/24,03/10/24,Other Ground Transportation,53141,762744,  722.39 
NC2405011350,04/01/24,04/03/24,Other Ground Transportation,53141,201584-99999,  231.91 
NC2405011353,04/02/24,04/04/24,Other Ground Transportation,53141,257585-04008,  161.23 
NC2405011356,04/14/24,04/16/24,Other Ground Transportation,53141,201584-50602,  106.08 
NC2405011390,11/11/23,11/14/23,Other Ground Transportation,53141,675317,  36.00 
NC2405011390,11/11/23,11/14/23,Mileage,53141,675317,  19.65 
NC2405011394,02/06/24,02/08/24,Other Ground Transportation,53141,350050,  80.66 
NC2405011406,04/08/24,04/12/24,Other Ground Transportation,53141,662332,  207.53 
NC2405011416,04/30/24,,Mileage,53141,535149-05050,  99.16 
NC2405011418,04/30/24,,Mileage,53141,535149-05050,  45.56 
NC2405011419,04/30/24,,Mileage,53141,535149-05050,  198.32 
NC2405011420,04/30/24,,Mileage,53141,535149-05050,  40.20 
NC2405021430,04/07/24,04/11/24,Other Ground Transportation,53141,573733-11119,  56.49 
NC2405021430,04/07/24,04/11/24,Other Ground Transportation,53141,573742-11119,  56.49 
NC2405021458,04/05/24,04/05/24,Other Ground Transportation,53141,769284,  66.91 
NC2405021464,03/27/24,03/29/24,Other Ground Transportation,53141,201585-10801,  86.60 
NC2405021470,04/28/24,04/30/24,Mileage,53141,375876-22925,  274.03 
NC2405021483,04/11/24,04/23/24,Other Ground Transportation,53141,762601,  271.54 
NC2405021498,04/14/24,04/19/24,Mileage,53141,573733-11119,  7.37 
NC2405021498,04/14/24,04/19/24,Other Ground Transportation,53141,573733-11119,  41.19 
NC2405021498,04/14/24,04/19/24,Mileage,53141,573742-11119,  7.37 
NC2405021498,04/14/24,04/19/24,Other Ground Transportation,53141,573742-11119,  41.19 
NC2405021502,04/11/24,04/12/24,Mileage,53141,201475,  21.44 
NC2405021502,04/11/24,04/12/24,Other Ground Transportation,53141,201475,  110.38 
NC2405021506,02/29/24,03/01/24,Other Ground Transportation,53141,201402,  122.26 
NC2405021515,04/27/24,04/27/24,Mileage,53141,769429-10436,  30.15 
NC2405021516,04/28/24,04/28/24,Mileage,53141,769429-10436,  30.82 
NC2405021517,04/29/24,04/29/24,Mileage,53141,769429-10436,  30.82 
NC2405031522,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  69.00 
NC2405031522,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  68.99 
NC2405031523,04/07/24,04/11/24,Mileage,53141,573742-11119,  39.53 
NC2405031523,04/07/24,04/11/24,Other Ground Transportation,53141,573733-11119,  55.62 
NC2405031523,04/07/24,04/11/24,Other Ground Transportation,53141,573742-11119,  55.63 
NC2405031523,04/07/24,04/11/24,Mileage,53141,573733-11119,  39.53 
NC2405031524,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  83.82 
NC2405031524,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  83.83 
NC2405031524,04/14/24,04/20/24,Mileage,53141,573742-11119,  41.54 
NC2405031524,04/14/24,04/20/24,Mileage,53141,573733-11119,  41.54 
NC2405031527,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  54.39 
NC2405031527,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  54.39 
NC2405031552,04/01/24,04/07/24,Other Ground Transportation,53141,375570-10239,  186.01 
NC2405031552,04/01/24,04/07/24,Mileage,53141,375570-10239,  80.40 
NC2405031554,04/22/24,,Mileage,53141,535788,  155.44 
NC2405031556,05/01/24,,Mileage,53141,376041-75845,  283.41 
NC2405031559,04/30/24,,Mileage,53141,535149-05050,  46.90 
NC2405031578,04/14/24,04/16/24,Other Ground Transportation,53141,201585-10801,  180.00 
NC2405031581,04/02/24,04/03/24,Other Ground Transportation,53141,573678,  177.47 
NC2405031587,04/14/24,04/20/24,Mileage,53141,375570-10239,  80.40 
NC2405031587,04/14/24,04/20/24,Other Ground Transportation,53141,375570-10239,  178.45 
NC2405041628,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  63.00 
NC2405041628,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  63.00 
NC2405041628,04/14/24,04/20/24,Mileage,53141,573742-11119,  42.21 
NC2405041628,04/14/24,04/20/24,Mileage,53141,573733-11119,  42.21 
NC2405061663,04/16/24,04/21/24,Other Ground Transportation,53141,769032-99992,  125.48 
NC2405061669,02/18/24,02/20/24,Other Ground Transportation,53141,204440-37310,  76.97 
NC2405061714,04/21/24,04/23/24,Other Ground Transportation,53141,682422,  28.29 
NC2405061722,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  86.76 
NC2405061722,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  86.77 
NC2405061724,04/14/24,04/16/24,Mileage,53141,569400,  251.92 
NC2405061726,04/28/24,05/01/24,Other Ground Transportation,53141,355019,  58.00 
NC2405061735,04/23/24,04/24/24,Mileage,53141,202349-10751,  64.32 
NC2405061764,04/16/24,04/19/24,Other Ground Transportation,53141,257235,  70.08 
NC2405061771,04/14/24,04/14/24,Mileage,53141,354041,  261.30 
NC2405061774,04/07/24,,Mileage,53141,535149-05050,  34.17 
NC2405061787,04/29/24,05/01/24,Other Ground Transportation,53141,672429,  97.51 
NC2405071804,04/29/24,05/01/24,Mileage,53141,214020-00005,  16.75 
NC2405071804,04/29/24,05/01/24,Other Ground Transportation,53141,214020-00005,  111.11 
NC2405071809,04/22/24,,Mileage,53141,535788,  318.92 
NC2405071812,04/22/24,,Mileage,53141,535788,  132.66 
NC2405071829,04/22/24,,Mileage,53141,535788,  415.40 
NC2405071834,04/22/24,,Mileage,53141,535788,  211.72 
NC2405071851,04/28/24,05/03/24,Other Ground Transportation,53141,376282-10666,  130.17 
NC2405071873,04/25/24,05/07/24,Other Ground Transportation,53141,675317,  102.41 
NC2405071890,04/10/24,04/13/24,Other Ground Transportation,53141,201404,  169.26 
NC2405071898,04/24/24,,Mileage,53141,535149-05050,  144.72 
NC2405081904,04/29/24,04/30/24,Other Ground Transportation,53141,370095,  171.95 
NC2405081910,04/26/24,05/02/24,Other Ground Transportation,53141,573835,  54.91 
NC2405081910,04/26/24,05/02/24,Other Ground Transportation,53141,500815,  54.90 
NC2405081918,04/18/24,04/19/24,Other Ground Transportation,53141,201569,  97.15 
NC2405081926,03/24/24,03/27/24,Other Ground Transportation,53141,201474,  72.34 
NC2405081940,04/14/24,04/14/24,Mileage,53141,354041,  261.30 
NC2405081956,04/14/24,04/14/24,Mileage,53141,354041,  261.30 
NC2405092009,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  33.46 
NC2405092009,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  33.46 
NC2405092014,05/05/24,05/07/24,Mileage,53141,500905,  381.90 
NC2405092033,04/22/24,,Mileage,53141,535788,  519.92 
NC2405092065,02/10/24,02/10/24,Mileage,53141,687350,  155.44 
NC2405092067,02/29/24,02/29/24,Mileage,53141,687350,  180.90 
NC2405092071,04/29/24,05/01/24,Mileage,53141,201430-07430,  297.48 
NC2405092075,04/23/24,04/25/24,Mileage,53141,201430-07430,  245.22 
NC2405092085,04/04/24,04/05/24,Other Ground Transportation,53141,201586-50019,  18.00 
NC2405092089,04/24/24,04/25/24,Mileage,53141,201430-07430,  116.58 
NC2405092090,04/21/24,04/23/24,Mileage,53141,201430-07430,  66.33 
NC2405092090,04/21/24,04/23/24,Other Ground Transportation,53141,201430-07430,  73.43 
NC2405092091,04/26/24,05/02/24,Other Ground Transportation,53141,201501,  139.48 
NC2405092115,04/23/24,04/23/24,Mileage,53141,201323-02949,  123.28 
NC2405102124,05/05/24,05/07/24,Other Ground Transportation,53141,500905,  17.50 
NC2405102153,02/23/24,04/02/24,Mileage,53141,687350,  65.66 
NC2405102154,03/18/24,03/19/24,Other Ground Transportation,53141,675317,  77.41 
NC2405102156,01/29/24,04/16/24,Mileage,53141,687350,  88.44 
NC2405102176,04/30/24,05/07/24,Other Ground Transportation,53141,201501,  56.97 
NC2405102184,05/06/24,05/09/24,Other Ground Transportation,53141,583810,  80.69 
NC2405102190,03/01/24,03/03/24,Other Ground Transportation,53141,500559,  140.36 
NC2405132230,04/29/24,05/02/24,Mileage,53141,567788,  117.92 
NC2405132242,05/09/24,,Mileage,53141,568495-05050,  199.66 
NC2405132250,04/19/24,04/19/24,Mileage,53141,687350,  150.08 
NC2405132280,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  202.53 
NC2405132280,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  202.52 
NC2405132282,04/07/24,04/11/24,Mileage,53141,573733-11119,  71.02 
NC2405132282,04/07/24,04/11/24,Mileage,53141,573742-11119,  71.02 
NC2405132283,05/06/24,05/11/24,Mileage,53141,531995-09946,  105.86 
NC2405132283,05/06/24,05/11/24,Other Ground Transportation,53141,531995-09946,  60.00 
NC2405132291,05/05/24,05/09/24,Other Ground Transportation,53141,201191,  33.25 
NC2405132291,05/05/24,05/09/24,Mileage,53141,201191,  32.16 
NC2405132304,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  79.68 
NC2405132304,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  79.68 
NC2405132305,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  41.25 
NC2405132313,04/11/24,04/13/24,Other Ground Transportation,53141,201585-10801,  109.87 
NC2405132313,04/11/24,04/13/24,Mileage,53141,201585-10801,  148.74 
NC2405142332,04/28/24,04/29/24,Mileage,53141,370095,  388.60 
NC2405142350,05/06/24,05/10/24,Mileage,53141,568095,  392.62 
NC2405142390,04/25/24,04/25/24,Mileage,53141,531588,  37.52 
NC2405142390,04/25/24,04/25/24,Other Ground Transportation,53141,531588,  8.00 
NC2405142400,04/22/24,04/22/24,Mileage,53141,531588,  37.52 
NC2405142400,04/22/24,04/22/24,Other Ground Transportation,53141,531588,  8.00 
NC2405142401,05/10/24,05/10/24,Other Ground Transportation,53141,531588,  8.00 
NC2405142401,05/10/24,05/10/24,Mileage,53141,531588,  38.86 
NC2405142403,05/05/24,05/06/24,Mileage,53141,534076,  324.28 
NC2405152436,01/28/24,04/04/24,Other Ground Transportation,53141,583347-02985,  213.41 
NC2405152438,04/30/24,05/01/24,Other Ground Transportation,53141,371591,  24.00 
NC2405152439,04/28/24,,Mileage,53141,371591,  250.58 
NC2405152440,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  32.00 
NC2405152458,03/21/24,03/23/24,Other Ground Transportation,53141,201586-50019,  134.76 
NC2405152470,03/28/24,,Mileage,53141,573381,  214.40 
NC2405152482,04/05/24,04/11/24,Mileage,53141,568319-09942,  785.24 
NC2405152485,01/23/24,03/19/24,Mileage,53141,687350,  158.12 
NC2405152487,02/06/24,02/06/24,Mileage,53141,687350,  226.46 
NC2405152508,04/23/24,04/25/24,Other Ground Transportation,53141,257889,  129.55 
NC2405152512,04/14/24,04/20/24,Mileage,53141,573733-11119,  70.35 
NC2405152512,04/14/24,04/20/24,Mileage,53141,573742-11119,  70.35 
NC2405152513,01/21/24,01/23/24,Other Ground Transportation,53141,350050,  49.69 
NC2405162549,03/28/24,03/29/24,Other Ground Transportation,53141,257585-04003,  131.74 
NC2405162555,10/27/23,10/31/23,Other Ground Transportation,53141,361358-20346,  69.48 
NC2405162561,04/15/24,04/20/24,Other Ground Transportation,53141,573742-11119,  18.05 
NC2405162561,04/15/24,04/20/24,Other Ground Transportation,53141,573733-11119,  18.04 
NC2405162571,05/06/24,05/10/24,Mileage,53141,531995-09946,  99.16 
NC2405162571,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  150.00 
NC2405162576,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  97.87 
NC2405162576,05/06/24,05/10/24,Mileage,53141,531995-09946,  142.71 
NC2405162578,04/23/24,04/24/24,Other Ground Transportation,53141,201050,  11.50 
NC2405162578,04/23/24,04/24/24,Mileage,53141,201050,  176.88 
NC2405162579,04/30/24,05/02/24,Other Ground Transportation,53141,201554,  91.25 
NC2405162583,04/15/24,04/17/24,Other Ground Transportation,53141,660167-11104,  94.56 
NC2405162586,05/08/24,05/10/24,Mileage,53141,375942-48892,  180.90 
NC2405162589,05/08/24,05/09/24,Mileage,53141,375942-48892,  143.38 
NC2405162591,02/29/24,03/02/24,Mileage,53141,201586-50017,  399.99 
NC2405162615,04/30/24,05/09/24,Other Ground Transportation,53141,500643,  101.24 
NC2405162615,04/30/24,05/09/24,Other Ground Transportation,53141,201586-50018,  49.86 
NC2405162618,05/05/24,05/06/24,Other Ground Transportation,53141,534076,  207.26 
NC2405162625,02/15/24,02/16/24,Mileage,53141,660062-05279,  301.50 
NC2405162626,04/08/24,04/11/24,Other Ground Transportation,53141,660062-05279,  111.75 
NC2405162630,01/31/24,03/04/24,Mileage,53141,687350,  58.29 
NC2405172657,04/22/24,,Mileage,53141,535788,  335.00 
NC2405172688,04/13/24,04/21/24,Mileage,53141,573742-11119,  177.22 
NC2405172688,04/13/24,04/21/24,Mileage,53141,573733-11119,  177.21 
NC2405172711,05/03/24,05/12/24,Other Ground Transportation,53141,531792,  25.28 
NC2405172716,05/17/24,05/17/24,Mileage,53141,404050-45146,  113.90 
NC2405202781,05/08/24,,Mileage,53141,532420,  372.52 
NC2405202786,05/13/24,05/19/24,Other Ground Transportation,53141,375570-10239,  162.56 
NC2405202786,05/13/24,05/19/24,Mileage,53141,375570-10239,  80.40 
NC2405202814,04/14/24,04/20/24,Mileage,53141,573742-11119,  10.05 
NC2405202814,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  46.02 
NC2405202814,04/14/24,04/20/24,Mileage,53141,573733-11119,  10.05 
NC2405202814,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  46.02 
NC2405202829,05/16/24,,Mileage,53141,371391,  226.46 
NC2405202842,03/19/24,03/20/24,Mileage,53141,407050-05256,  146.06 
NC2405202854,05/15/24,05/17/24,Mileage,53141,204100-15173,  379.22 
NC2405202855,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  80.56 
NC2405202855,05/06/24,05/10/24,Mileage,53141,531995-09946,  54.94 
NC2405212885,04/28/24,04/30/24,Other Ground Transportation,53141,672754-10044,  198.40 
NC2405212886,05/18/24,05/18/24,Mileage,53141,568248-10392,  142.04 
NC2405212888,04/14/24,04/20/24,Mileage,53141,573742-11119,  47.57 
NC2405212888,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  17.39 
NC2405212888,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  17.40 
NC2405212888,04/14/24,04/20/24,Mileage,53141,573733-11119,  47.57 
NC2405212899,04/18/24,04/22/24,Other Ground Transportation,53141,672754-10040,  176.50 
NC2405212926,05/16/24,05/17/24,Mileage,53141,538936,  391.95 
NC2405212926,05/16/24,05/17/24,Other Ground Transportation,53141,538936,  10.20 
NC2405212941,05/06/24,05/08/24,Other Ground Transportation,53141,535742,  3.65 
NC2405212952,04/22/24,04/25/24,Mileage,53141,440050-10600,  69.68 
NC2405212952,04/22/24,04/25/24,Other Ground Transportation,53141,440050-10600,  93.00 
NC2405212967,05/05/24,05/12/24,Other Ground Transportation,53141,368141,  109.50 
NC2405222989,04/14/24,04/20/24,Mileage,53141,573733-11119,  28.81 
NC2405222989,04/14/24,04/20/24,Other Ground Transportation,53141,573733-11119,  29.00 
NC2405222989,04/14/24,04/20/24,Other Ground Transportation,53141,573742-11119,  29.00 
NC2405222989,04/14/24,04/20/24,Mileage,53141,573742-11119,  28.81 
NC2405222992,05/19/24,05/20/24,Other Ground Transportation,53141,568171,  21.47 
NC2405222992,05/19/24,05/20/24,Other Ground Transportation,53141,673501,  21.48 
NC2405223005,05/11/24,05/18/24,Other Ground Transportation,53141,201471,  158.69 
NC2405223013,04/23/24,04/26/24,Other Ground Transportation,53141,649504,  48.59 
NC2405223038,04/22/24,04/24/24,Other Ground Transportation,53141,201554,  58.53 
NC2405223042,04/28/24,04/30/24,Other Ground Transportation,53141,201554,  105.99 
NC2405223052,05/06/24,05/09/24,Other Ground Transportation,53141,201476,  28.18 
NC2405223057,04/24/24,04/26/24,Other Ground Transportation,53141,201554,  117.55 
NC2405223061,05/14/24,05/19/24,Other Ground Transportation,53141,257444-61322,  46.71 
NC2405233101,05/16/24,,Mileage,53141,371391,  226.46 
NC2405233109,04/06/24,04/21/24,Other Ground Transportation,53141,531792,  77.78 
NC2405233110,05/14/24,05/16/24,Other Ground Transportation,53141,257245,  215.40 
NC2405233111,05/02/24,05/03/24,Mileage,53141,301029,  278.72 
NC2405233113,05/08/24,05/19/24,Mileage,53141,991465,  16.08 
NC2405233113,05/08/24,05/19/24,Other Ground Transportation,53141,991465,  57.50 
NC2405233116,05/13/24,05/15/24,Other Ground Transportation,53141,762776,  108.19 
NC2405233140,05/14/24,05/17/24,Other Ground Transportation,53141,257245,  175.29 
NC2405233144,05/16/24,05/17/24,Mileage,53141,538936,  195.64 
NC2405233183,05/01/24,05/05/24,Other Ground Transportation,53141,201585-13000,  32.99 
NC2405233185,05/20/24,05/21/24,Mileage,53141,214020-00027,  204.35 
NC2405243198,05/12/24,05/18/24,Other Ground Transportation,53141,417050-04012,  99.92 
NC2405243202,05/14/24,05/18/24,Other Ground Transportation,53141,257245,  193.53 
NC2405243211,04/16/24,04/20/24,Other Ground Transportation,53141,201570-00006,  46.99 
NC2405243215,05/14/24,05/17/24,Other Ground Transportation,53141,257245,  138.12 
NC2405243218,05/18/24,05/21/24,Other Ground Transportation,53141,201474,  80.00 
NC2405243218,05/18/24,05/21/24,Mileage,53141,201474,  18.09 
NC2405243235,05/18/24,05/21/24,Mileage,53141,201474,  37.52 
NC2405243249,04/11/24,04/14/24,Other Ground Transportation,53141,562331,  28.21 
NC2405243254,05/16/24,05/18/24,Other Ground Transportation,53141,567241-02987,  114.60 
NC2405243282,05/22/24,05/24/24,Mileage,53141,257640-83022,  107.20 
NC2405243282,05/22/24,05/24/24,Other Ground Transportation,53141,257640-83022,  3.00 
NC2405273327,05/10/24,05/14/24,Other Ground Transportation,53141,573663,  60.89 
NC2405283339,04/24/24,04/26/24,Mileage,53141,355021-06463,  471.01 
NC2405283413,05/14/24,05/17/24,Other Ground Transportation,53141,257245,  109.27 
NC2405283439,05/03/24,05/09/24,Other Ground Transportation,53141,376532-61004,  80.22 
NC2405283441,04/04/24,04/06/24,Other Ground Transportation,53141,672754-10040,  199.10 
NC2405283441,04/04/24,04/06/24,Mileage,53141,672754-10040,  46.90 
NC2405293474,05/20/24,05/25/24,Other Ground Transportation,53141,533008,  106.11 
NC2405293477,05/17/24,05/18/24,Mileage,53141,573678,  256.61 
NC2405293478,05/17/24,05/19/24,Mileage,53141,573678,  184.25 
NC2405293483,05/14/24,05/17/24,Other Ground Transportation,53141,257245,  176.00 
NC2405293490,04/26/24,04/28/24,Other Ground Transportation,53141,769032-99992,  186.66 
NC2405293496,05/06/24,05/10/24,Other Ground Transportation,53141,531995-09946,  60.00 
NC2405293496,05/06/24,05/10/24,Mileage,53141,531995-09946,  69.68 
NC2405293517,05/20/24,05/25/24,Other Ground Transportation,53141,533008,  102.56 
NC2405293518,05/18/24,05/24/24,Other Ground Transportation,53141,566960-09886,  117.02 
NC2405293528,03/01/24,03/03/24,Other Ground Transportation,53141,500559,  242.43 
NC2405293545,04/26/24,05/02/24,Other Ground Transportation,53141,762754,  38.97 
NC2405293546,05/18/24,05/27/24,Mileage,53141,201474,  9.38 
NC2405293546,05/18/24,05/27/24,Other Ground Transportation,53141,201474,  33.44 
NC2405293548,05/20/24,05/22/24,Mileage,53141,566960-09886,  136.68 
NC2405293548,05/20/24,05/22/24,Other Ground Transportation,53141,566960-09886,  38.16 
NC2405293555,05/20/24,05/23/24,Mileage,53141,566960-09886,  76.38 
NC2405293555,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  86.26 
NC2405293561,05/06/24,05/09/24,Other Ground Transportation,53141,201476,  142.03 
NC2405293562,05/19/24,05/24/24,Other Ground Transportation,53141,566960-09886,  34.96 
NC2405293581,04/23/24,04/25/24,Other Ground Transportation,53141,257889,  57.50 
NC2405303618,05/22/24,05/24/24,Other Ground Transportation,53141,762547,  189.43 
NC2405303632,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  72.60 
NC2405303657,05/20/24,05/23/24,Mileage,53141,566960-09886,  214.40 
NC2405303689,05/18/24,05/21/24,Other Ground Transportation,53141,201474,  123.60 
NC2405303692,05/26/24,,Mileage,53141,534887,  16.75 
NC2405303695,04/29/24,05/02/24,Other Ground Transportation,53141,301706,  71.51 
NC2405303699,05/18/24,05/22/24,Other Ground Transportation,53141,201474,  132.97 
NC2405303702,05/08/24,,Mileage,53141,762547,  249.24 
NC2405303703,05/12/24,05/22/24,Other Ground Transportation,53141,376532-61001,  79.88 
NC2405303720,05/13/24,05/22/24,Other Ground Transportation,53141,376532-61006,  16.80 
NC2405303720,05/13/24,05/22/24,Mileage,53141,376532-61006,  134.00 
NC2405313752,04/12/24,04/13/24,Mileage,53141,533868,  260.63 
NC2405313759,04/26/24,04/27/24,Mileage,53141,533868,  190.28 
NC2405313786,05/14/24,05/16/24,Other Ground Transportation,53141,257245,  94.39 
NC2405313807,05/08/24,05/09/24,Other Ground Transportation,53141,534038,  26.93 
NC2405313810,05/20/24,05/23/24,Mileage,53141,566960-09886,  36.18 
NC2405313810,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  152.43 
NC2405313811,05/22/24,05/22/24,Mileage,53141,583266,  21.44 
NC2405313812,05/03/24,05/13/24,Other Ground Transportation,53141,665721,  61.66 
NC2405313818,05/19/24,05/25/24,Other Ground Transportation,53141,201477-20195,  65.10 
NC2405313827,05/08/24,05/10/24,Other Ground Transportation,53141,769432-99961,  21.93 
NC2405313828,05/20/24,05/24/24,Other Ground Transportation,53141,566960-09886,  75.01 
NC2405313834,05/01/24,,Mileage,53141,489150-10618,  73.70 
NC2405313839,04/24/24,04/27/24,Other Ground Transportation,53141,201785,  836.46 
NC2406033930,05/09/24,05/10/24,Other Ground Transportation,53141,769432-99961,  30.00 
NC2406033931,04/03/24,04/05/24,Other Ground Transportation,53141,660195-05232,  31.65 
NC2406033932,05/30/24,,Mileage,53141,375653-10672,  95.14 
NC2406033965,04/13/24,04/20/24,Other Ground Transportation,53141,573733-11119,  66.01 
NC2406033965,04/13/24,04/20/24,Other Ground Transportation,53141,573742-11119,  66.01 
NC2406033980,05/28/24,05/31/24,Other Ground Transportation,53141,534115-20386,  102.90 
NC2406033980,05/28/24,05/31/24,Mileage,53141,534115-20386,  124.62 
NC2406033989,05/26/24,05/30/24,Other Ground Transportation,53141,257372-02841,  29.58 
NC2406033995,04/06/24,05/11/24,Other Ground Transportation,53141,257585-03023,  58.93 
NC2406033995,04/06/24,05/11/24,Other Ground Transportation,53141,376203,  61.34 
NC2406034007,04/14/24,04/16/24,Other Ground Transportation,53141,201555,  119.26 
NC2406034016,05/26/24,05/29/24,Other Ground Transportation,53141,257372-02841,  114.51 
NC2406034044,04/11/24,04/13/24,Other Ground Transportation,53141,201473-20193,  79.71 
NC2406044070,05/20/24,05/23/24,Mileage,53141,566960-09886,  32.16 
NC2406044070,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  118.54 
NC2406044078,05/20/24,05/23/24,Mileage,53141,566960-09886,  126.63 
NC2406044078,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  117.72 
NC2406044133,05/19/24,05/22/24,Other Ground Transportation,53141,467350,  107.54 
NC2406044154,05/28/24,06/01/24,Other Ground Transportation,53141,375570-10239,  128.58 
NC2406044154,05/28/24,06/01/24,Mileage,53141,375570-10239,  80.40 
NC2406044173,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  91.74 
NC2406044177,05/20/24,05/23/24,Mileage,53141,566960-09886,  26.80 
NC2406044177,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  140.74 
NC2406044195,05/27/24,06/03/24,Other Ground Transportation,53141,201552-00105,  434.09 
NC2406054197,05/07/24,05/09/24,Mileage,53141,257400-10528,  254.60 
NC2406054203,05/24/24,05/26/24,Mileage,53141,534579-09968,  14.74 
NC2406054217,05/09/24,05/09/24,Other Ground Transportation,53141,375942-48892,  66.00 
NC2406054218,05/08/24,05/11/24,Other Ground Transportation,53141,769432-99961,  60.00 
NC2406054228,04/30/24,05/08/24,Other Ground Transportation,53141,687078,  126.80 
NC2406054233,05/09/24,05/11/24,Other Ground Transportation,53141,769432-99961,  214.60 
NC2406054251,05/26/24,05/30/24,Mileage,53141,257372-02841,  699.48 
NC2406054260,05/24/24,06/07/24,Other Ground Transportation,53141,257372-02841,  23.97 
NC2406054266,05/28/24,05/31/24,Mileage,53141,201476,  117.25 
NC2406054272,05/12/24,05/13/24,Other Ground Transportation,53141,207860,  143.63 
NC2406054275,06/03/24,,Other Ground Transportation,53141,533929,  4.00 
NC2406054275,06/03/24,,Mileage,53141,533929,  58.96 
NC2406054277,05/13/24,05/16/24,Other Ground Transportation,53141,672255,  43.07 
NC2406054287,06/03/24,,Mileage,53141,533929,  202.34 
NC2406054291,06/03/24,,Mileage,53141,533929,  158.12 
NC2406054291,06/03/24,,Other Ground Transportation,53141,533929,  4.00 
NC2406054305,05/20/24,05/23/24,Mileage,53141,566960-09886,  29.48 
NC2406054305,05/20/24,05/23/24,Other Ground Transportation,53141,566960-09886,  60.01 
NC2406054311,05/20/24,05/23/24,Mileage,53141,566960-09886,  73.70 
